   4.050s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Engine.cpp
   1.250s  D:\Documents\New Github\dll\src\Client\Module\Modules\CustomCrosshair\CrosshairEditor.cpp
   1.240s  D:\Documents\New Github\dll\src\Client\Module\Modules\DirectionHUD\DirectionHUD.cpp
   1.240s  D:\Documents\New Github\dll\src\Client\Command\CommandManager.cpp
   1.240s  D:\Documents\New Github\dll\src\Utils\APIUtils.cpp
   1.190s  D:\Documents\New Github\dll\src\Utils\Logger\crashlogs.cpp
   1.170s  D:\Documents\New Github\dll\src\Client\Module\Modules\InventoryHUD\InventoryHUD.cpp
   1.170s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\Blur\blur.cpp
   1.100s  D:\Documents\New Github\dll\src\Client\Command\Commands\LuaCommand.cpp
   1.100s  D:\Documents\New Github\dll\src\Client\Command\Commands\SkinStealCommand.cpp
   1.090s  D:\Documents\New Github\dll\src\Utils\Memory\Game\Offset\OffsetInit.cpp
   1.050s  D:\Documents\New Github\dll\src\Utils\Telemetry.cpp
   1.020s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\ModCard\ModCard.cpp
   0.990s  D:\Documents\New Github\dll\src\Client\Module\Modules\PotionHUD\PotionHUD.cpp
   0.990s  D:\Documents\New Github\dll\src\Client\Module\Modules\BlockBreakIndicator\BlockBreakIndicator.cpp
   0.970s  D:\Documents\New Github\dll\src\Client\Module\Modules\MotionBlur\RealMotionBlurHelper.cpp
   0.950s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\Dropdown\Dropdown.cpp
   0.920s  D:\Documents\New Github\dll\src\Utils\Render\DrawUtils.cpp
   0.920s  D:\Documents\New Github\dll\src\Client\Module\Modules\BlockOutline\BlockOutline.cpp
   0.900s  D:\Documents\New Github\dll\src\Client\Module\Modules\CustomCrosshair\CustomCrosshair.cpp
   0.870s  D:\Documents\New Github\dll\src\Client\Module\Modules\SkinStealer\SkinStealer.cpp
   0.850s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\arch\x86\System.cpp
   0.850s  D:\Documents\New Github\dll\src\Client\Module\Modules\MotionBlur\AvgPixelMotionBlurHelper.cpp
   0.850s  D:\Documents\New Github\dll\src\Client\Module\Modules\ItemPhysics\ItemPhysics.cpp
   0.840s  D:\Documents\New Github\dll\src\SDK\Client\Core\ClientInstance.cpp
   0.840s  D:\Documents\New Github\dll\src\Client\Module\Modules\ForceCoords\ForceCoords.cpp
   0.820s  D:\Documents\New Github\dll\src\Utils\Logger\Logger.cpp
   0.820s  D:\Documents\New Github\dll\src\Client\Module\Modules\GuiScale\GuiScale.cpp
   0.800s  D:\Documents\New Github\dll\src\Client\Module\Modules\HiveUtils\HiveUtils.cpp
   0.800s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\ColorPicker\ColorPicker.cpp
   0.800s  D:\Documents\New Github\dll\src\Client\Module\Modules\Coordinates\Coordinates.cpp
   0.790s  D:\Documents\New Github\dll\lib\glm\glm.cpp
   0.790s  D:\Documents\New Github\dll\src\Client\Module\Modules\DeathLogger\DeathLogger.cpp
   0.770s  D:\Documents\New Github\dll\src\Client\Module\Modules\HitPing\HitPing.cpp
   0.770s  D:\Documents\New Github\dll\src\Scripting\ScriptManager.cpp
   0.770s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\linux\MemoryProtector.cpp
   0.720s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\Toggle\Toggle.cpp
   0.720s  D:\Documents\New Github\dll\src\Client\Module\Modules\InstantHurtAnimation\InstantHurtAnimation.cpp
   0.700s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\Slider\Slider.cpp
   0.700s  D:\Documents\New Github\dll\src\Client\Module\Modules\ZeqaUtils\ZeqaUtils.cpp
   0.690s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\SliderInt\SliderInt.cpp
   0.690s  D:\Documents\New Github\dll\src\Client\Module\Modules\ChunkBorder\ChunkBorder.cpp
   0.690s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\DirectX\DXGI\CreateSwapchainForCoreWindowHook.cpp
   0.690s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\TextBox\TextBox.cpp
   0.690s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableChat\MovableChat.cpp
   0.670s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\win32\Process.cpp
   0.670s  D:\Documents\New Github\dll\src\Client\Module\Modules\Zoom\Zoom.cpp
   0.670s  D:\Documents\New Github\dll\src\Utils\Memory\CustomAllocator\Buffer.cpp
   0.670s  D:\Documents\New Github\dll\src\Client\Command\Commands\WikiCommand.cpp
   0.670s  D:\Documents\New Github\dll\src\Client\Module\Modules\ArrowCounter\ArrowCounter.cpp
   0.650s  D:\Documents\New Github\dll\src\Scripting\ModuleScript.cpp
   0.650s  D:\Documents\New Github\dll\src\SDK\Client\Options\OptionsParser.cpp
   0.650s  D:\Documents\New Github\dll\src\Client\Module\Modules\FasterInventory\FasterInventory.cpp
   0.650s  D:\Documents\New Github\dll\src\Client\Module\Modules\ModernKeybindHandling\ModernKeybindHandling.cpp
   0.640s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableCoordinates\MovableCoordinates.cpp
   0.640s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\KeybindSelector\KeybindSelector.cpp
   0.640s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\PacketHooks.cpp
   0.620s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\DirectX\DX11\DebugLayer_DX11.cpp
   0.600s  D:\Documents\New Github\dll\src\Utils\VersionUtils.cpp
   0.600s  D:\Documents\New Github\dll\src\SDK\Client\GUI\Screens\Controllers\ContainerScreenController.cpp
   0.600s  D:\Documents\New Github\dll\src\Client\Module\Modules\MotionBlur\MotionBlur.cpp
   0.600s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\BaseActorRendererRenderTextHook.cpp
   0.600s  D:\Documents\New Github\dll\src\Client\Module\Modules\CompactChat\CompactChat.cpp
   0.600s  D:\Documents\New Github\dll\src\SDK\Client\Level\HitResult.cpp
   0.600s  D:\Documents\New Github\dll\src\Client\Module\Modules\ParticleMultiplier\ParticleMultiplier.cpp
   0.600s  D:\Documents\New Github\dll\src\Scripting\ScriptSettings\ScriptSettingManager.cpp
   0.590s  D:\Documents\New Github\dll\src\Client\Module\Modules\PlayerNotifier\PlayerNotifier.cpp
   0.590s  D:\Documents\New Github\dll\src\Client\Module\Modules\NullMovement\NullMovement.cpp
   0.570s  D:\Documents\New Github\dll\src\Client\Module\Modules\ComboCounter\ComboCounter.cpp
   0.550s  D:\Documents\New Github\dll\src\Utils\Render\DrawUtil3D.cpp
   0.550s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\Scanner.cpp
   0.550s  D:\Documents\New Github\dll\src\Client\Module\Modules\Sprint\Sprint.cpp
   0.550s  D:\Documents\New Github\dll\src\SDK\SDK.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\Module\Modules\OpponentReach\OpponentReach.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\Module\Modules\Hitbox\Hitbox.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\Module\Modules\CommandHotkey\CommandHotkey.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\RoundedButton\RoundedButton.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\Tooltip\Tooltip.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\Module\Modules\Mousestrokes\Mousestrokes.cpp
   0.540s  D:\Documents\New Github\dll\src\Client\Module\Modules\Doom\Doom.cpp
   0.520s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableTitle\MovableTitle.cpp
   0.520s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableDayCounter\MovableDayCounter.cpp
   0.520s  D:\Documents\New Github\dll\src\Client\Module\Modules\ViewModel\ViewModel.cpp
   0.520s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\SearchBar\SearchBar.cpp
   0.500s  D:\Documents\New Github\dll\src\Client\Module\Modules\TotemCounter\TotemCounter.cpp
   0.500s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\arch\x86\AVX2.cpp
   0.500s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\RaknetTick.cpp
   0.500s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\arch\x86\SSE.cpp
   0.500s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\arch\x86\AVX512.cpp
   0.490s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\ItemRendererHook.cpp
   0.490s  D:\Documents\New Github\dll\src\Client\Module\Modules\MumbleLink\MumbleLink.cpp
   0.490s  D:\Documents\New Github\dll\src\SDK\Client\Level\Level.cpp
   0.490s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\ActorBaseTick.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\Waila\Waila.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\Nick\NickModule.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableHotbar\MovableHotbar.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableScoreboard\MovableScoreboard.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\PaperDoll\PaperDoll.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableBossbar\MovableBossbar.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Command\Commands\BindCommand.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\RoundedRadioButton\RoundedRadioButton.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\RenderLevelHook.cpp
   0.470s  D:\Documents\New Github\dll\src\Client\Module\Modules\AutoPerspective\AutoPerspective.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\GameModeAttack.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\DirectX\DX12\DebugLayer_DX12.cpp
   0.450s  D:\Documents\New Github\dll\src\SDK\Client\Network\Packet\LevelSoundEventPacket.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Module\Manager.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Module\Modules\Freelook\Freelook.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Module\Modules\DVD Screen\dvd.cpp
   0.450s  D:\Documents\New Github\dll\src\Client\Module\Modules\EntityCounter\EntityCounter.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Module\Modules\RenderOptions\RenderOptions.cpp
   0.430s  D:\Documents\New Github\dll\src\SDK\Client\Render\Matrix.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\Level_sendServerLegacyParticle.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Module\Modules\CPS\CPSCounter.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Module\Modules\TextHotkey\TextHotkey.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\GlmRotateHook.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\Level_addParticleEffect.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Module\Modules\WeatherChanger\WeatherChanger.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\DirectX\DXGI\CommandListHook.cpp
   0.430s  D:\Documents\New Github\dll\src\Client\Module\Modules\AutoGG\AutoGG.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\LowHealthIndicator\LowHealthIndicator.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\CinematicCamera\CinematicCamera.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\CPSLimiter\CPSLimiter.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\RoundedRectWithImageAndText\RoundedRectWithImageAndText.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Constraints.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Input\KeyHook.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\Sneak\Sneak.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\Time\Time.cpp
   0.420s  D:\Documents\New Github\dll\src\Client\Module\Modules\GlintColor\GlintColor.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Module\Modules\PatarHD\PatarHD.cpp
   0.400s  D:\Documents\New Github\dll\src\SDK\Client\Render\Tessellator\RenderMaterialGroup.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Module\Modules\ReachCounter\ReachCounter.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\OnSuspend.cpp
   0.400s  D:\Documents\New Github\dll\src\SDK\Client\Render\Tessellator\MeshHelpers.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\DirectX\DXGI\UnderUIHooks.cpp
   0.400s  D:\Documents\New Github\dll\src\SDK\Client\Render\Font.cpp
   0.400s  D:\Documents\New Github\dll\src\SDK\Client\Network\Packet\Packet.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Module\Modules\Twerk\Twerk.cpp
   0.400s  D:\Documents\New Github\dll\src\Client\Module\Modules\JavaInventoryHotkeys\JavaInventoryHotkeys.cpp
   0.380s  D:\Documents\New Github\dll\src\SDK\Client\Item\ItemStack.cpp
   0.380s  D:\Documents\New Github\dll\src\Client\Module\Modules\SpeedDisplay\SpeedDisplay.cpp
   0.380s  D:\Documents\New Github\dll\src\Client\Module\Modules\Animations\Animations.cpp
   0.380s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\win32\Scanner.cpp
   0.380s  D:\Documents\New Github\dll\src\Client\Module\Modules\Lewis\Lewis.cpp
   0.380s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\win32\MemoryProtector.cpp
   0.380s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\Button\Button.cpp
   0.380s  D:\Documents\New Github\dll\src\Client\Module\Modules\MessageLogger\MessageLogger.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Hook.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Command\Commands\SpotifyCommand\SpotifyCommand.cpp
   0.370s  D:\Documents\New Github\dll\src\Utils\Render\PositionUtils.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Input\MouseHook.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Module\Modules\Deepfry\Deepfry.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Module\Modules\JavaDynamicFOV\JavaDynamicFOV.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Utils\ConvertImageToBitmap.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Module\Modules\BlockHit\BlockHit.cpp
   0.370s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\TextureGroup_getTextureHook.cpp
   0.350s  D:\Documents\New Github\dll\src\Client\Module\Modules\PotCounter\PotCounter.cpp
   0.350s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\unix\Process.cpp
   0.350s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\getTimeOfDayHook.cpp
   0.350s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\win32\System.cpp
   0.330s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\ShadowRect\ShadowRect.cpp
   0.330s  D:\Documents\New Github\dll\src\Client\Module\Modules\FPS\FPS.cpp
   0.330s  D:\Documents\New Github\dll\src\Utils\Render\MaterialUtils.cpp
   0.330s  D:\Documents\New Github\dll\src\Utils\Memory\Game\SignatureAndOffsetManager.cpp
   0.330s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\CombinedDeepFry\CombinedDeepFry.cpp
   0.330s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\os\unix\System.cpp
   0.330s  D:\Documents\New Github\dll\src\SDK\Client\Block\Block.cpp
   0.330s  D:\Documents\New Github\dll\src\Client\Module\Modules\FOVChanger\FOVChanger.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\PaintEffect\PaintEffect.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\HudCursorRenderer.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\HudMobEffectsRenderer.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Command\Commands\TestCommand.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\DeepFry\DeepFry.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\ActorShaderParams.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Module\Modules\DisableMouseWheel\DisableMouseWheel.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Command\Commands\IRCChat.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Module\Modules\ThirdPersonNametag\ThirdPerson.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\FontDrawTransformedHook.cpp
   0.320s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\ScrollBar\ScrollBar.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\Hue\Hue.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Command\Commands\FixFontCommand.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Control\ColorWheel\ColorWheel.cpp
   0.300s  D:\Documents\New Github\dll\src\SDK\Client\Render\GuiData.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\Fullbright\Fullbright.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\HueChanger\HueChanger.cpp
   0.300s  D:\Documents\New Github\dll\src\Utils\Audio.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Render\BobHurt.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\OverworldFogColorHook.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Command\Commands\PrefixCommand.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\TimeChanger\TimeChanger.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\UpsideDown\UpsideDown.cpp
   0.300s  D:\Documents\New Github\dll\src\SDK\Client\Render\ItemRenderer.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\Crosshair\Crosshair.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\BlurRect\BlurRect.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\SnapLook\SnapLook.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Module\Modules\RawInputBuffer\RawInputBuffer.cpp
   0.300s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\UpdatePlayerHook.cpp
   0.280s  D:\Documents\New Github\dll\src\Client\Module\Modules\NoHurtCam\NoHurtCam.cpp
   0.280s  D:\Documents\New Github\dll\src\SDK\Client\Container\Inventory.cpp
   0.280s  D:\Documents\New Github\dll\src\Client\Command\Commands\HelpCommand.cpp
   0.280s  D:\Documents\New Github\dll\src\Client\Command\Commands\PathCommand.cpp
   0.280s  D:\Documents\New Github\dll\src\Client\Command\Commands\EjectCommand.cpp
   0.280s  D:\Documents\New Github\dll\src\SDK\Client\Util\MathUtility.cpp
   0.280s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\arch\arm\System.cpp
   0.280s  D:\Documents\New Github\dll\src\SDK\Client\Block\BlockLegacy.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\InnerShadowRect\InnerShadowRect.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\RoundedRect\RoundedRect.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\Module\Modules\PingCounter\PingCounter.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\TintColorHook.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\Module\Modules\IPDisplay\IPDisplay.cpp
   0.270s  D:\Documents\New Github\dll\src\Client\Module\Modules\Memory\Memory.cpp
   0.250s  D:\Documents\New Github\dll\src\SDK\Client\Block\BlockSource.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\DimensionFogColorHook.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Rect\RoundedHollowRect\RoundedHollowRect.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\Module\Modules\FogColor\FogColor.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\RenderOutlineSelectionHook.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Shapes\Circle\Circle.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\Module\Modules\HurtColor\HurtColor.cpp
   0.250s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\HurtColorHook.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Module\Modules\MovableHUD\MovableHUD.cpp
   0.230s  D:\Documents\New Github\dll\src\SDK\Client\Render\BaseActorRenderContext.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\getFovHook.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\getGammaHook.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Visual\TimeChangerHook.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Module\Modules\ItemUseDelayFix\ItemUseDelayFix.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Effects\GaussianBlur\GaussianBlur.cpp
   0.230s  D:\Documents\New Github\dll\cmake-build-debug-ninja\_deps\libhat-src\src\System.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Events\Game\isPreGameEvent.cpp
   0.230s  D:\Documents\New Github\dll\src\Client\Hook\Hooks\Game\getViewPerspective.cpp
   0.230s  D:\Documents\New Github\dll\src\SDK\Client\Render\MatrixStack.cpp
   0.230s  D:\Documents\New Github\dll\src\SDK\Client\GUI\ScreenRenderer.cpp
   0.230s  D:\Documents\New Github\dll\src\SDK\Client\Actor\ItemActor.cpp
   0.220s  D:\Documents\New Github\dll\src\PCH.cpp
   0.220s  D:\Documents\New Github\dll\src\Client\Events\EventManager.cpp
   0.170s  D:\Documents\New Github\dll\cmake-build-debug-ninja\CMakeFiles\Flarial.dir\cmake_pch.cxx
   0.170s  D:\Documents\New Github\dll\src\Client\GUI\Engine\Elements\Utils\FontManager\FontManager.cpp
